ListingID,SellerID,ConditionID,Price,Currency,ShippingCost
v1|226682504011|0,*kool-trader,1000,1899.98,USD,0
v1|267198605908|0,102_store,1000,40,USD,0
v1|266458819837|0,102_store,1000,1017.82,USD,0
v1|305764088040|0,1899mart,1000,349.99,USD,0
v1|185136835199|0,1969gtoj-86,1000,200,USD,0
v1|205394668851|0,4.-q,1000,269.98,USD,0
v1|196225835065|0,abaa-it,1000,299,USD,0
v1|356014708129|0,abbe_9462,1000,750,USD,0
v1|396284868152|0,acemagic-direct,1000,499,USD,0
v1|186925695515|0,adk4341,1000,250,USD,0
v1|387372716545|0,afeelbafe,1000,241.74,USD,0
v1|146490036409|0,afooshani9497,1000,849.99,USD,0
v1|204643172903|0,africanfashionsusa,1000,109.99,USD,0
v1|167024716223|0,aigar2129,1000,360,USD,8
v1|116107451990|0,ajtechnologyca,1000,415.05,USD,22.62
v1|286459965783|0,akaaya,1000,21.88,USD,0
v1|388120118355|0,alanwithtech,1000,289,USD,0
v1|235923304963|0,alexpa_2025,1000,221.25,USD,0
v1|365499020826|0,ali_944632,1000,1800,USD,0
v1|166643093784|466300170192,alicexu19861024,1000,675,USD,70
v1|326510844497|0,all4homeusa,1000,674.99,USD,0
v1|388001322534|0,allstore-up,1000,1114.99,USD,0
v1|387796761211|655059787207,allstore-up,1000,276.99,USD,0
v1|387788257933|655050203855,allstore-up,1000,265.99,USD,0
v1|387736121604|654971896825,allstore-up,1000,516.99,USD,0
v1|388000769031|655233751066,allstore-up,1000,748.99,USD,0
v1|388190305020|0,alv-9540,1000,549.99,USD,0
v1|205252340389|0,ana-6821,1000,270,USD,0
v1|146462999740|0,anaseld0,1000,499,USD,0
v1|335511059456|0,angiesgreengosurplus,1000,199.99,USD,0
v1|305718430632|0,antonline,1000,899.99,USD,0
v1|126480962681|0,antonline,1000,599.99,USD,0
v1|305776945810|0,antonline,1000,519.99,USD,0
v1|126494851608|0,antonline,1000,879.99,USD,0
v1|126754097392|0,antonline,1000,499.99,USD,0
v1|306008460011|0,antonline,1000,749.99,USD,0
v1|295907273733|0,antonline,1000,359.99,USD,0
v1|126980447626|0,antonline,1000,1628.99,USD,0
v1|297083816485|0,antonline,1000,2634.53,USD,0
v1|297138453380|0,antonline,1000,2413.51,USD,0
v1|296644186762|0,antonline,1000,1025.97,USD,0
v1|305740972834|0,antonline,1000,713.32,USD,0
v1|297178658130|0,antonline,1000,858.81,USD,0
v1|306220146668|0,antonline,1000,461.31,USD,0
v1|297178658144|0,antonline,1000,1007.88,USD,0
v1|127032360922|0,antonline,1000,1477.38,USD,0
v1|306219946012|0,antonline,1000,1038.62,USD,0
v1|127032070328|0,antonline,1000,2071.88,USD,0
v1|156854123098|0,apc_sales,1000,894.98,USD,0
v1|167427700828|0,apc_sales,1000,920.39,USD,0
v1|156854123137|0,apc_sales,1000,748.83,USD,0
v1|285921071674|0,asahidoo-jp,1000,516.75,USD,0
v1|285972485835|0,asahidoo-jp,1000,1149.72,USD,0
v1|285912430531|0,asahidoo-jp,1000,540.15,USD,0
v1|297178447761|0,auction2272,1000,1049.99,USD,0
v1|205329657399|0,autogoodshome,1000,418.46,USD,0
v1|286399147488|0,aviash2013,1000,361.13,USD,0
v1|276762253516|0,awesome.bargains,1000,143,USD,0
v1|205204663235|0,baimil1558,1000,375,USD,0
v1|116339528463|0,basiccomputer,1000,410,USD,35
v1|236027114472|0,beachaudio,1000,2147.17,USD,0
v1|236032674577|0,beachaudio,1000,355.59,USD,0
v1|376129876605|0,bears-tech-deals,1000,725,USD,15
v1|315068689324|0,beautylucky,1000,307.62,USD,0
v1|326517029581|0,bellatoscana2011,1000,1699.99,USD,50
v1|126529000424|0,beny2011,1000,196,USD,0
v1|326138508753|0,best_buy,1000,899.99,USD,0
v1|326202671916|0,best_buy,1000,449.99,USD,0
v1|205363813807|0,best_buy,1000,749.99,USD,0
v1|196833929651|0,best_buy,1000,549.99,USD,0
v1|326094965111|0,best_buy,1000,1699.99,USD,0
v1|204894136642|0,best_buy,1000,899.99,USD,0
v1|326346360075|0,best_buy,1000,499.99,USD,0
v1|326346609367|0,best_buy,1000,279.99,USD,0
v1|204802773770|0,best_buy,1000,949.99,USD,0
v1|196352456560|0,best_buy,1000,949.99,USD,0
v1|326068742080|0,best_buy,1000,1999.99,USD,0
v1|196337655134|0,best_buy,1000,159,USD,0
v1|205363813554|0,best_buy,1000,130.99,USD,0
v1|196337518161|0,best_buy,1000,1099.99,USD,0
v1|205254483105|0,best_buy,1000,899.99,USD,0
v1|326345885523|0,best_buy,1000,1249.99,USD,0
v1|326062145999|0,best_buy,1000,719.99,USD,0
v1|326144056633|0,best_buy,1000,1699.99,USD,0
v1|205115913137|0,best_buy,1000,1199.99,USD,0
v1|204735223831|0,best_buy,1000,369,USD,0
v1|326185324610|0,best_buy,1000,229,USD,0
v1|204802985528|0,best_buy,1000,1399.99,USD,0
v1|326094967184|0,best_buy,1000,139,USD,0
v1|204705621388|0,best_buy,1000,1599.99,USD,0
v1|356718142134|0,best_tech_usa,1000,474.99,USD,0
v1|313348441860|0,bestitemsyet,1000,241.49,USD,0
v1|335831384867|0,bestptv,1000,399.99,USD,0
v1|335580953009|0,bestptv,1000,239.99,USD,0
v1|335831078458|0,bestptv,1000,469.99,USD,0
v1|375954277045|0,besttechdealstogo,1000,799.99,USD,0
v1|175544934027|0,betsabalvare-0,1000,350,USD,0
v1|226674052121|0,big2004spender,1000,429.99,USD,0
v1|116545117610|0,bigboxoverstockllc,1000,959.95,USD,0
v1|196993704787|0,bigtimecloseouts,1000,115.99,USD,6.99
v1|196993697140|0,bigtimecloseouts,1000,119.99,USD,6.99
v1|236020723889|0,bit-by-bit-electronics,1000,1750,USD,0
v1|236019180880|0,bit-by-bit-electronics,1000,2750,USD,0
v1|236023669197|0,bit-by-bit-electronics,1000,2750,USD,0
v1|236023827542|0,bit-by-bit-electronics,1000,2350,USD,0
v1|126967229690|428115979916,blivenowsystems,1000,203.99,USD,25
v1|205364143233|0,blowoutsales,1000,868,USD,0
v1|126705521947|0,bluegr_5309,1000,559,USD,0
v1|205180698362|0,boja.maksi,1000,245.99,USD,0
v1|256436847857|0,boms2014,1000,851.49,USD,0
v1|297099615242|0,brandsmartusa,1000,247.77,USD,0
v1|232158877372|0,brownpilot1,1000,19.95,USD,0
v1|394893548067|0,buy-from-here,1000,549.99,USD,0
v1|267173267566|0,buy_computer_direct_inc,1000,798,USD,0
v1|256810386910|0,buy_computer_direct_inc,1000,899.99,USD,0
v1|256761381987|0,buy_computer_direct_inc,1000,519,USD,0
v1|267173266384|0,buy_computer_direct_inc,1000,999,USD,0
v1|286105319665|0,buy_computer_direct_inc,1000,619,USD,0
v1|326276087761|0,buydig,1000,404.79,USD,0
v1|405723346034|0,byte-techdirect,1000,1069.58,USD,0
v1|405723329573|0,byte-techdirect,1000,2895.58,USD,0
v1|405723215697|0,byte-techdirect,1000,2469.14,USD,0
v1|126662072334|0,c1ndy_99,1000,275,USD,0
v1|134754741516|0,ca-outlet,1000,24.99,USD,0
v1|365485295627|0,cargolargo,1000,179.98,USD,0
v1|405723218959|0,cargolargo,1000,329.99,USD,0
v1|365505174293|0,cargolargo,1000,354.99,USD,0
v1|356729302993|0,carxchange,1000,899.99,USD,0
v1|167311674920|0,cgelectronics16,1000,399,USD,0
v1|325468305091|0,chelseallc,1000,500,USD,9.99
v1|187082537977|0,chouz_ecomm,1000,899.99,USD,0
v1|384335911257|0,chriboyi_8,1000,155,USD,0
v1|176980001190|0,chrisbuh-0,1000,1249.99,USD,0
v1|335503508427|0,chuwi2018,1000,107.99,USD,0
v1|335440300363|544854797075,chuwi2018,1000,119.99,USD,0
v1|335386031946|544767632197,chuwi2018,1000,119.99,USD,0
v1|335585942713|0,chuwi2018,1000,108.72,USD,0
v1|335294915108|0,chuwi2018,1000,307.57,USD,0
v1|335838101983|0,chuwi2018,1000,124.99,USD,0
v1|335331221629|544738307838,chuwi2018,1000,193.59,USD,0
v1|335418644387|0,chuwi2018,1000,177.99,USD,0
v1|396320750534|0,chuwiofficial,1000,127.99,USD,0
v1|395334057390|0,chuwiofficial,1000,196.99,USD,0
v1|315934177454|0,chuwitech,1000,469.99,USD,0
v1|116346229109|0,commercialkitchendirect,1000,73.19,USD,0
v1|116225103165|0,commercialkitchendirect,1000,85.22,USD,0
v1|116346092489|0,commercialkitchendirect,1000,15.28,USD,0
v1|116346254021|0,commercialkitchendirect,1000,25.32,USD,0
v1|116138955157|0,commercialkitchendirect,1000,84.06,USD,0
v1|305316660606|0,comptechdirect,1000,1001.76,USD,0
v1|305613251810|0,comptechdirect,1000,2606.08,USD,0
v1|305606511073|0,comptechdirect,1000,354.78,USD,0
v1|306170014496|605671601424,coolstoreonline,1000,291.53,USD,0
v1|405708347069|0,costasub,1000,65.1,USD,34
v1|356719973002|0,ctrlaltrepairllc,1000,1000,USD,0
v1|226487521384|0,ctwu41,1000,679.49,USD,0
v1|325494325330|0,ctwu41,1000,599.49,USD,0
v1|196914852569|0,cu_7406,1000,189,USD,0
v1|196953661158|0,cu_7406,1000,365,USD,0
v1|196948379111|0,cu_7406,1000,338.88,USD,0
v1|315802847635|614253448500,cyberarch_net,1000,499,USD,0
v1|126842106228|0,darkwarriornewearth,1000,800,USD,0
v1|267166879713|0,deaconsdeals,1000,260,USD,0
v1|306061940083|0,deal_targets,1000,531.32,USD,17.73
v1|306059830653|0,deal_targets,1000,325.6,USD,17.73
v1|335656011553|0,dealjustdeal,1000,579,USD,0
v1|335483167008|0,dealjustdeal,1000,469,USD,0
v1|315412442269|613901571359,dealparty360,1000,461.65,USD,0
v1|176745265768|0,dealresort,1000,990,USD,0
v1|146357208024|0,dealsbymira,1000,199,USD,19.9
v1|146442855326|0,dealsfellow,1000,419.99,USD,0
v1|286077363343|0,dehern_2286,1000,290,USD,15
v1|226135875813|0,dell,1000,599.99,USD,0
v1|226413941151|0,dell,1000,519.99,USD,0
v1|226278921142|0,dell,1000,479.99,USD,0
v1|226135883149|0,dell,1000,629.99,USD,0
v1|226135868490|0,dell,1000,1999.99,USD,0
v1|226126865437|0,dell,1000,379.99,USD,0
v1|316591328307|0,derty_6270,1000,1600,USD,20
v1|276835590858|0,digjungle,1000,699,USD,0
v1|404014654925|0,dinavia_97,1000,210,USD,15
v1|176735949076|0,discountcomputers9,1000,599,USD,0
v1|176890218335|0,discwilldo75,1000,5.24,USD,0
v1|356461052823|0,dmlkl2012,1000,269,USD,0
v1|297101169209|0,dovan2025,1000,1732.14,USD,0
v1|277004894971|0,dtpro2001,1000,135.99,USD,0
v1|226613406266|0,eboy4sale,1000,219.96,USD,0
v1|405634929761|0,eitan_18,1000,349.95,USD,0
v1|365320758350|635093971011,electrabuy,1000,189.99,USD,0
v1|365456489154|635259931269,electrabuy,1000,799.99,USD,0
v1|365459893576|635263725384,electrabuy,1000,655.49,USD,0
v1|256878693381|0,electro_outlet,1000,798.88,USD,24.95
v1|294950007014|593252784261,electronics*store,1000,300.28,USD,9.36
