LaptopID,Brand,RamSize,StorageType,StorageCapacity
v1|115672158079|0,Dell,16GB,SSD,512GB
v1|226380037654|0,Dell,16GB,SSD,512GB
v1|155984094636|0,Dell,16GB,SSD,512GB
v1|297148756610|0,Dell,16GB,Unknown,512GB
v1|116547347644|0,Dell,16GB,SSD,512GB
v1|306220265434|0,Dell,16GB,Unknown,512GB
v1|226639554110|0,Dell,16GB,SSD,512GB
v1|388195809103|0,Dell,16GB,SSD,512GB
v1|376123403891|0,Dell,32GB,SSD,512GB
v1|226012297951|0,Dell,32GB,Unknown,512GB
v1|134727544596|0,Dell,16GB,SSD,512GB
v1|176978604333|0,Dell,16GB,Unknown,512GB
v1|126893263677|0,Dell,8GB,SSD,512GB
v1|365428938229|0,Dell,16GB,SSD,512GB
v1|135490430499|0,Dell,16GB,Unknown,512GB
v1|306186474311|0,Dell,16GB,SSD,512GB
v1|276824015005|0,Dell,8GB,SSD,512GB
v1|135450233003|0,Dell,16GB,Unknown,512GB
v1|405650781004|0,Dell,16GB,SSD,512GB
v1|365504317157|0,Dell,Unknown,Unknown,512GB
v1|356695461659|0,Dell,32GB,SSD,512GB
v1|396398099420|0,Dell,16GB,SSD,512GB
v1|176978470620|0,Dell,16GB,SSD,512GB
v1|296608083067|0,Dell,32GB,Unknown,512GB
v1|387920604752|0,Dell,16GB,SSD,512GB
v1|226676814837|0,Dell,16GB,SSD,512GB
v1|297174984309|0,Dell,32GB,Unknown,512GB
v1|296831515130|0,Dell,32GB,Unknown,512GB
v1|176975336399|0,Dell,16GB,SSD,512GB
v1|167410840542|0,Dell,32GB,Unknown,512GB
v1|146486976616|0,Dell,16GB,SSD,512GB
v1|127031504327|0,Dell,16GB,SSD,512GB
v1|375521442410|0,Dell,16GB,SSD,512GB
v1|226100206652|0,Dell,32GB,Unknown,512GB
v1|276941579373|0,Dell,16GB,SSD,512GB
v1|306201332257|0,Dell,16GB,Unknown,512GB
v1|326516441119|0,Dell,16GB,SSD,512GB
v1|306211660422|0,Dell,32GB,Unknown,512GB
v1|306179100007|0,Dell,16GB,Unknown,512GB
v1|116266477727|0,Dell,16GB,Unknown,512GB
v1|167264821117|0,Dell,16GB,SSD,512GB
v1|286255905753|0,Dell,32GB,SSD,512GB
v1|405609681138|0,Dell,32GB,SSD,512GB
v1|365501442716|0,Dell,16GB,SSD,512GB
v1|187112212831|0,Dell,16GB,SSD,512GB
v1|226672085655|0,Dell,16GB,SSD,512GB
v1|365428937122|0,Dell,16GB,SSD,512GB
v1|296590917071|0,Dell,8GB,SSD,512GB
v1|387816105018|0,Dell,16GB,SSD,512GB
v1|316597909660|0,Dell,32GB,SSD,512GB
v1|256879788355|0,Dell,16GB,SSD,512GB
v1|167355375406|0,Dell,16GB,SSD,512GB
v1|306220146058|0,Dell,16GB,SSD,512GB
v1|326516535933|0,Dell,16GB,SSD,512GB
v1|286377498481|0,Dell,16GB,SSD,512GB
v1|226055677471|0,Dell,16GB,Unknown,512GB
v1|146104430993|0,Dell,16GB,SSD,512GB
v1|225709131202|0,Dell,16GB,Unknown,512GB
v1|267204276620|0,Dell,32GB,SSD,512GB
v1|376129388508|0,Dell,32GB,Unknown,512GB
v1|167426388934|0,Dell,16GB,SSD,512GB
v1|256866897813|0,Dell,32GB,SSD,512GB
v1|396399188406|0,Dell,16GB,Unknown,512GB
v1|125137332863|0,Dell,16GB,SSD,512GB
v1|306139684211|0,Dell,16GB,SSD,512GB
v1|135641988836|0,Dell,16GB,Unknown,512GB
v1|127031245674|0,Dell,16GB,SSD,512GB
v1|356736493637|0,Dell,32GB,SSD,512GB
v1|256761381987|0,Dell,8GB,SSD,512GB
v1|196704289064|0,Dell,16GB,SSD,512GB
v1|405723244951|0,Dell,8GB,SSD,512GB
v1|146492246636|0,Dell,8GB,SSD,512GB
v1|376120979148|0,Dell,16GB,Unknown,512GB
v1|296688875841|0,Dell,16GB,Unknown,512GB
v1|286444294156|0,Dell,8GB,SSD,512GB
v1|356379782655|0,Dell,16GB,SSD,512GB
v1|356708902471|0,Dell,16GB,SSD,512GB
v1|297178565062|0,Dell,8GB,SSD,512GB
v1|305688988114|0,Dell,16GB,Unknown,512GB
v1|286460519404|0,Dell,32GB,Unknown,512GB
v1|297152441259|0,Dell,32GB,Unknown,512GB
v1|316386741363|0,Dell,32GB,SSD,512GB
v1|297178195445|0,Dell,16GB,SSD,512GB
v1|266856817444|0,Dell,16GB,SSD,512GB
v1|226535718793|0,Dell,8GB,Unknown,512GB
v1|197083142846|0,Dell,16GB,SSD,512GB
v1|267209572407|0,Dell,8GB,SSD,512GB
v1|226047711035|0,Dell,16GB,Unknown,512GB
v1|306219724031|0,Dell,16GB,SSD,512GB
v1|156232599556|0,Dell,16GB,SSD,512GB
v1|365428936340|0,Dell,16GB,SSD,512GB
v1|297178204933|0,Dell,32GB,Unknown,512GB
v1|226094957112|0,Dell,16GB,Unknown,512GB
v1|297178195420|0,Dell,16GB,SSD,512GB
v1|297178195414|0,Dell,32GB,SSD,512GB
v1|126707902850|0,Dell,16GB,Unknown,512GB
v1|256881565238|0,Dell,16GB,SSD,512GB
v1|365428939159|0,Dell,Unknown,Unknown,512GB
v1|326438082776|0,Dell,16GB,SSD,512GB
v1|167405626361|0,Dell,16GB,SSD,512GB
v1|286215081378|0,Dell,16GB,SSD,512GB
v1|195951969619|0,Dell,16GB,SSD,512GB
v1|236030616826|0,Dell,8GB,Unknown,512GB
v1|276889735678|0,Dell,16GB,SSD,512GB
v1|196350850873|0,Dell,16GB,SSD,512GB
v1|116378572057|0,Dell,16GB,SSD,512GB
v1|296959127965|0,Dell,16GB,Unknown,512GB
v1|204766283646|0,Dell,16GB,SSD,512GB
v1|355954746042|0,Dell,16GB,SSD,512GB
v1|205344493508|0,Dell,16GB,Unknown,512GB
v1|116412659495|0,Dell,16GB,SSD,512GB
v1|256844642167|0,Dell,32GB,SSD,512GB
v1|404863751057|0,Dell,16GB,SSD,512GB
v1|204758810946|0,Dell,16GB,SSD,512GB
v1|286367940344|0,Dell,32GB,SSD,512GB
v1|404887708458|0,Dell,16GB,SSD,512GB
v1|266859095894|0,Dell,16GB,SSD,512GB
v1|135296033628|0,Dell,32GB,SSD,512GB
v1|326501096118|0,Dell,16GB,SSD,512GB
v1|285421698272|587343723824,Dell,8GB,SSD,512GB
v1|225994764602|0,Dell,16GB,Unknown,512GB
v1|297054237144|0,Dell,16GB,Unknown,512GB
v1|135216121482|0,Dell,16GB,SSD,512GB
v1|316540179830|0,Dell,16GB,Unknown,512GB
v1|355752407659|0,Dell,16GB,SSD,512GB
v1|356736427804|0,Dell,16GB,SSD,512GB
v1|226656281472|0,Dell,32GB,Unknown,512GB
v1|267113025991|0,Dell,32GB,SSD,512GB
v1|297099413124|0,Dell,16GB,SSD,512GB
v1|156641486466|0,Dell,16GB,SSD,512GB
v1|363108516727|0,Dell,16GB,SSD,512GB
v1|196277325006|0,Dell,16GB,SSD,512GB
v1|135490982152|0,Dell,8GB,SSD,512GB
v1|297178195430|0,Dell,16GB,SSD,512GB
v1|167258304190|0,Dell,16GB,SSD,512GB
v1|297111227446|0,Dell,16GB,SSD,512GB
v1|296597806733|0,Dell,16GB,SSD,512GB
v1|306219724048|0,Dell,32GB,SSD,512GB
v1|226115005916|0,Dell,32GB,SSD,512GB
v1|296977046179|0,Dell,8GB,Unknown,512GB
v1|167258305207|0,Dell,16GB,SSD,512GB
v1|297178195449|0,Dell,32GB,SSD,512GB
v1|195948472151|0,Dell,16GB,SSD,512GB
v1|297178195411|0,Dell,32GB,SSD,512GB
v1|266236954298|0,Dell,8GB,SSD,512GB
v1|375731252384|0,Dell,16GB,SSD,512GB
v1|256297866599|0,Dell,Unknown,Unknown,512GB
v1|276507839340|0,Dell,16GB,SSD,512GB
v1|144568458633|0,Dell,12GB,SSD,512GB
v1|285965552669|0,Dell,8GB,SSD,512GB
v1|226432678534|0,Dell,16GB,SSD,512GB
v1|135241482741|0,Dell,16GB,SSD,512GB
v1|167258304738|0,Dell,8GB,SSD,512GB
v1|135153553226|0,Dell,16GB,SSD,512GB
v1|156641485094|0,Dell,8GB,SSD,512GB
v1|296655917506|0,Dell,16GB,SSD,512GB
v1|135207064568|0,Dell,16GB,SSD,512GB
v1|167258305206|0,Dell,16GB,SSD,512GB
v1|304440599394|0,Dell,16GB,SSD,512GB
v1|156641483815|0,Dell,8GB,SSD,512GB
v1|325768417194|0,Dell,16GB,SSD,512GB
v1|116528862064|0,Dell,8GB,SSD,512GB
v1|205289519553|0,Dell,16GB,Unknown,512GB
v1|135205069406|0,Dell,16GB,SSD,512GB
v1|185455770925|0,Dell,8GB,Unknown,512GB
v1|116012435478|0,Dell,16GB,SSD,512GB
v1|167026515033|0,Dell,Unknown,Unknown,595GB
v1|276987296088|0,Dell,32GB,HDD,6000GB
v1|236036771522|0,Dell,1GB,HDD,60GB
v1|156471944759|0,Dell,6GB,Unknown,640GB
v1|306147397436|0,Dell,4GB,Unknown,64GB
v1|306079638086|0,Dell,4GB,Unknown,64GB
v1|265517431416|0,Dell,2GB,SSD,64GB
v1|235202569121|0,Dell,Unknown,HDD,6GB
v1|267209512606|0,Dell,64GB,SSD,6TB
v1|226681720220|0,Dell,3GB,Unknown,750GB
v1|395226454534|0,Dell,3GB,Unknown,750GB
v1|375990381609|0,Dell,4GB,HDD,750GB
v1|144924750479|0,Dell,2GB,Unknown,80GB
v1|126862169755|0,Dell,3GB,Unknown,80GB
v1|176319600687|0,Dell,2GB,Unknown,80GB
v1|175641124194|0,Dell,2GB,Unknown,80GB
v1|267209320851|0,Dell,Unknown,SSD,8GB
v1|205395745593|0,Dell,Unknown,HDD,8GB
v1|126973401838|0,Dell,Unknown,SSD,8GB
v1|205395665723|0,Dell,Unknown,HDD,8GB
v1|154969871051|0,Dell,Unknown,SSD,8GB
v1|235035414852|0,Dell,Unknown,SSD,8GB
v1|186306947995|0,Dell,Unknown,HDD,8GB
v1|167262053917|0,Dell,Unknown,HDD,8GB
v1|116338165077|0,Dell,Unknown,SSD,8GB
v1|176360601037|0,Dell,Unknown,Unknown,93GB
v1|277004231559|0,Dell,32GB,SSD,960GB
v1|236032491353|0,Dell,64GB,Unknown,Unknown
v1|236019180880|0,Dell,32GB,Unknown,Unknown
v1|326498176864|0,Dell,16GB,Unknown,Unknown
v1|256878492027|0,Dell,16GB,Unknown,Unknown
v1|322330584544|0,Dell,2GB,Unknown,Unknown
v1|267162195033|0,Dell,Unknown,Unknown,Unknown
v1|326512698589|0,Dell,16GB,Unknown,Unknown
v1|405723272033|0,Dell,16GB,Unknown,Unknown
v1|276584821188|0,Dell,16GB,Unknown,Unknown
v1|127031844886|0,Dell,8GB,Unknown,Unknown
v1|405381843073|675600028336,Dell,Unknown,Unknown,Unknown
v1|325419130951|0,Dell,Unknown,Unknown,Unknown
v1|396269143643|0,Dell,Unknown,Unknown,Unknown
v1|146453615868|0,Dell,8GB,Unknown,Unknown
v1|146487678740|0,Dell,16GB,Unknown,Unknown
v1|197071893582|0,Dell,8GB,Unknown,Unknown
v1|365505197822|0,Dell,Unknown,Unknown,Unknown
v1|135531501787|434902782798,Dell,Unknown,SSD,Unknown
v1|187108396832|0,Dell,4GB,Unknown,Unknown
v1|256881188469|0,Dell,Unknown,Unknown,Unknown
v1|196952522204|0,Dell,Unknown,Unknown,Unknown
v1|135488371880|434853656655,Dell,Unknown,Unknown,Unknown
v1|127031754025|0,Dell,Unknown,Unknown,Unknown
v1|146494449934|0,Dell,Unknown,Unknown,Unknown
v1|306198834451|0,Dell,8GB,Unknown,Unknown
v1|267206190776|0,Dell,16GB,Unknown,Unknown
v1|196885002382|496501248447,Dell,Unknown,Unknown,Unknown
v1|144905155491|444122035743,Dell,Unknown,Unknown,Unknown
v1|396178553119|0,Dell,Unknown,Unknown,Unknown
v1|167427312041|0,Dell,Unknown,Unknown,Unknown
v1|236036456285|536541012944,Dell,Unknown,Unknown,Unknown
v1|156853017304|0,Dell,4GB,Unknown,Unknown
v1|405723513168|0,Dell,Unknown,Unknown,Unknown
v1|205012515008|505714898348,Dell,Unknown,Unknown,Unknown
v1|236003266708|536482717441,Dell,Unknown,Unknown,Unknown
v1|135489533537|0,Dell,32GB,Unknown,Unknown
v1|156853005727|0,Dell,8GB,Unknown,Unknown
v1|127031847212|0,Dell,8GB,Unknown,Unknown
v1|356643479748|625607838739,Dell,Unknown,Unknown,Unknown
v1|186976556152|0,Dell,32GB,Unknown,Unknown
v1|167426545736|0,Dell,Unknown,Unknown,Unknown
v1|144905191237|444122201437,Dell,Unknown,Unknown,Unknown
v1|156846887492|0,Dell,Unknown,Unknown,Unknown
v1|186959727515|0,Dell,Unknown,Unknown,Unknown
v1|315954858239|0,Dell,Unknown,Unknown,Unknown
v1|204828867581|505491182711,Dell,Unknown,Unknown,Unknown
v1|196924970455|0,Dell,Unknown,Unknown,Unknown
v1|405385266820|0,Dell,16GB,Unknown,Unknown
v1|297178160013|0,Dell,Unknown,Unknown,Unknown
v1|134522637884|0,Dell,Unknown,Unknown,Unknown
v1|156846790273|0,Dell,Unknown,Unknown,Unknown
v1|176845272700|0,Dell,Unknown,Unknown,Unknown
v1|335833382430|0,Dell,8GB,Unknown,Unknown
v1|286432019181|0,Dell,Unknown,Unknown,Unknown
v1|181984768142|0,Dell,4GB,Unknown,Unknown
v1|356557974530|0,Dell,4GB,Unknown,Unknown
v1|204758804173|505395888510,Dell,Unknown,Unknown,Unknown
v1|205168492788|0,Dell,Unknown,Unknown,Unknown
v1|256412842085|0,Dell,Unknown,Unknown,Unknown
v1|335895049675|0,Dell,Unknown,Unknown,Unknown
v1|205395857015|0,Dell,Unknown,HDD,Unknown
v1|235948352468|0,Dell,Unknown,Unknown,Unknown
v1|326514155583|0,Dell,32GB,Unknown,Unknown
v1|326516586868|0,Dell,8GB,Unknown,Unknown
v1|286104561480|0,Dell,Unknown,Unknown,Unknown
v1|186929238472|0,Dell,Unknown,Unknown,Unknown
v1|156641485067|0,Dell,Unknown,Unknown,Unknown
v1|185333849085|0,Dell,Unknown,HDD,Unknown
v1|196586045025|0,Dell,Unknown,Unknown,Unknown
v1|205306064031|0,Dell,Unknown,Unknown,Unknown
v1|226681490950|0,Dell,Unknown,Unknown,Unknown
v1|326396695665|0,Dell,16GB,Unknown,Unknown
v1|167426523779|0,Dell,Unknown,Unknown,Unknown
v1|256864756179|0,Dell,2GB,Unknown,Unknown
v1|196939856743|0,Dell,Unknown,Unknown,Unknown
v1|146486676534|0,Dell,Unknown,Unknown,Unknown
v1|326442590743|0,Dell,Unknown,Unknown,Unknown
v1|197080222354|0,Dell,Unknown,Unknown,Unknown
v1|205201418329|0,Dell,Unknown,Unknown,Unknown
v1|187112760680|0,Dell,Unknown,Unknown,Unknown
v1|197080223473|0,Dell,Unknown,Unknown,Unknown
v1|286321543291|0,Dell,Unknown,Unknown,Unknown
v1|196980545053|0,Dell,Unknown,Unknown,Unknown
v1|353735641333|0,Dell,Unknown,Unknown,Unknown
v1|286412341375|0,Dell,Unknown,Unknown,Unknown
v1|187112981129|0,Dell,Unknown,Unknown,Unknown
v1|156818606832|0,Dell,8GB,Unknown,Unknown
v1|315635454788|0,Dell,Unknown,Unknown,Unknown
v1|256875365447|0,Dell,16GB,Unknown,Unknown
v1|396277874958|0,Dell,Unknown,Unknown,Unknown
v1|156852031594|0,Dell,32GB,Unknown,Unknown
v1|146143122053|0,Dell,Unknown,Unknown,Unknown
v1|296973601851|0,Dell,Unknown,Unknown,Unknown
v1|326430771214|0,Dell,4GB,Unknown,Unknown
v1|356403837815|0,Dell,Unknown,Unknown,Unknown
v1|276727421445|0,Dell,2GB,Unknown,Unknown
v1|235601120373|0,Dell,Unknown,Unknown,Unknown
v1|167258306833|0,Dell,Unknown,Unknown,Unknown
v1|146143253940|0,Dell,Unknown,Unknown,Unknown
v1|167258304703|0,Dell,Unknown,Unknown,Unknown
v1|116340529957|0,Dell,Unknown,Unknown,Unknown
v1|183431858883|0,Dell,Unknown,Unknown,Unknown
v1|326367982170|0,Dell,Unknown,Unknown,Unknown
v1|405145614855|0,Dell,Unknown,Unknown,Unknown
v1|205215063029|0,Dell,Unknown,Unknown,Unknown
v1|167258305197|0,Dell,Unknown,Unknown,Unknown
v1|405533131104|0,Dell,Unknown,Unknown,Unknown
v1|266988711610|0,Dell,Unknown,Unknown,Unknown
v1|226396363671|0,Dell,Unknown,Unknown,Unknown
v1|256332937948|0,Dell,32GB,Unknown,Unknown
v1|156449509447|0,Dell,8GB,Unknown,Unknown
v1|156641486492|0,Dell,4GB,Unknown,Unknown
v1|335004471884|0,Dell,Unknown,Unknown,Unknown
v1|156641483789|0,Dell,Unknown,Unknown,Unknown
v1|167245220942|0,Dell,Unknown,Unknown,Unknown
v1|167258300470|0,Dell,Unknown,Unknown,Unknown
v1|166908990176|0,Dell,Unknown,Unknown,Unknown
v1|186686716382|0,Dell,Unknown,Unknown,Unknown
v1|403690416186|0,Dell,Unknown,Unknown,Unknown
v1|286201312903|0,Dell,1GB,Unknown,Unknown
v1|296972679362|0,Dell,Unknown,Unknown,Unknown
v1|405199859012|0,Dell,Unknown,Unknown,Unknown
v1|355900066344|0,Dell,Unknown,Unknown,Unknown
v1|167258304706|0,Dell,Unknown,Unknown,Unknown
v1|305859402115|0,Dell,Unknown,Unknown,Unknown
v1|404840185920|674862837455,Dell,Unknown,Unknown,Unknown
v1|395804010676|0,Dell,Unknown,Unknown,Unknown
v1|395965066237|0,Dell,Unknown,Unknown,Unknown
v1|375473630949|0,Dell,Unknown,Unknown,Unknown
v1|205266147966|0,Dell,Unknown,Unknown,Unknown
v1|145678371255|0,Dell,Unknown,Unknown,Unknown
v1|226436654066|0,Dell,8GB,Unknown,Unknown
v1|156641486498|0,Dell,32GB,SSD,Unknown
v1|156641485063|0,Dell,Unknown,Unknown,Unknown
v1|205021342468|505722762119,Dell,Unknown,Unknown,Unknown
v1|296904144355|0,Dell,Unknown,Unknown,Unknown
v1|285939812828|0,Dell,Unknown,Unknown,Unknown
v1|156641483716|0,Dell,Unknown,Unknown,Unknown
v1|167258300663|0,Dell,8GB,Unknown,Unknown
v1|226561856153|0,Dell,Unknown,HDD,Unknown
v1|167258300649|0,Dell,Unknown,Unknown,Unknown
v1|275326522144|0,Dell,Unknown,Unknown,Unknown
v1|405045953216|0,Dell,Unknown,HDD,Unknown
v1|196988463380|0,Dell,Unknown,Unknown,Unknown
v1|316113594324|0,Dell,Unknown,Unknown,Unknown
v1|167258300468|0,Dell,Unknown,Unknown,Unknown
v1|156641505441|0,Dell,16GB,Unknown,Unknown
v1|375864562479|0,Dell,Unknown,Unknown,Unknown
v1|146036423535|0,Dell,Unknown,Unknown,Unknown
v1|234872932103|0,Dell,Unknown,Unknown,Unknown
v1|167258300519|0,Dell,Unknown,Unknown,Unknown
v1|276136531891|0,Dell,Unknown,Unknown,Unknown
v1|156213164657|0,Dell,Unknown,Unknown,Unknown
v1|375680295260|0,Dell,Unknown,Unknown,Unknown
v1|285649683339|0,Dell,Unknown,Unknown,Unknown
v1|205228582471|0,Dell,Unknown,Unknown,Unknown
v1|167258306839|0,Dell,Unknown,Unknown,Unknown
v1|156641488330|0,Dell,Unknown,Unknown,Unknown
v1|146036558225|0,Dell,Unknown,Unknown,Unknown
v1|156648214043|0,Dell,Unknown,Unknown,Unknown
v1|305826060698|0,Dell,Unknown,Unknown,Unknown
v1|166930309989|0,Dell,8GB,Unknown,Unknown
v1|335693131188|0,Dell,2GB,Unknown,Unknown
v1|156641481037|0,Dell,4GB,Unknown,Unknown
v1|266324810129|0,Dell,3GB,Unknown,Unknown
v1|167258306858|0,Dell,Unknown,Unknown,Unknown
v1|154902414180|0,Dell,Unknown,Unknown,Unknown
v1|167258300640|0,Dell,Unknown,Unknown,Unknown
v1|167258300657|0,Dell,Unknown,Unknown,Unknown
v1|235791471055|0,Dell,Unknown,Unknown,Unknown
v1|167258305217|0,Dell,32GB,SSD,Unknown
v1|266962483865|0,Dell,Unknown,Unknown,Unknown
v1|186951014006|0,Dell,Unknown,Unknown,Unknown
v1|196369105489|0,Dell,8GB,Unknown,Unknown
v1|395960776580|0,Dell,Unknown,Unknown,Unknown
v1|256122004359|0,Dell,Unknown,Unknown,Unknown
v1|156641481023|0,Dell,Unknown,Unknown,Unknown
v1|234872933901|0,Dell,Unknown,Unknown,Unknown
v1|335743427799|0,Dell,Unknown,Unknown,Unknown
v1|166502305372|0,Dell,Unknown,Unknown,Unknown
v1|315186142946|0,Dell,Unknown,Unknown,Unknown
v1|315374263521|0,Dell,Unknown,Unknown,Unknown
v1|167258300008|0,Dell,Unknown,Unknown,Unknown
v1|296143030372|0,Dell,Unknown,Unknown,Unknown
v1|256869300296|0,Dell,3GB,Unknown,Unknown
v1|335737247143|0,Dell,Unknown,SSD,Unknown
v1|156641488400|0,Dell,Unknown,Unknown,Unknown
v1|205217326875|0,Dell,Unknown,Unknown,Unknown
v1|156641485092|0,Dell,Unknown,Unknown,Unknown
v1|395808211787|0,Dell,Unknown,Unknown,Unknown
v1|286110128157|0,Dell,Unknown,Unknown,Unknown
v1|116444735012|0,Dell,Unknown,Unknown,Unknown
v1|156641481172|0,Dell,Unknown,Unknown,Unknown
v1|295849031160|0,Dell,Unknown,Unknown,Unknown
v1|276857417337|0,Dell,Unknown,Unknown,Unknown
v1|167258304700|0,Dell,Unknown,Unknown,Unknown
v1|405311552486|0,Dell,Unknown,Unknown,Unknown
v1|326442591389|0,Dell,3GB,Unknown,Unknown
v1|294981029697|0,Dell,Unknown,Unknown,Unknown
v1|285699106336|0,Dell,Unknown,Unknown,Unknown
v1|167074640816|0,Dell,12GB,Unknown,Unknown
v1|396018800928|0,Dell,Unknown,Unknown,Unknown
v1|204260746467|0,Dell,Unknown,Unknown,Unknown
v1|315282423743|0,Dell,Unknown,Unknown,Unknown
v1|167258305211|0,Dell,32GB,SSD,Unknown
v1|167258304709|0,Dell,Unknown,Unknown,Unknown
v1|156641480881|0,Dell,Unknown,Unknown,Unknown
v1|256237181606|0,Dell,4GB,Unknown,Unknown
v1|156641481005|0,Dell,Unknown,Unknown,Unknown
v1|404863750657|674890227484,Dell,Unknown,Unknown,Unknown
v1|365205294785|0,Dell,Unknown,Unknown,Unknown
v1|296716709916|0,Dell,Unknown,Unknown,Unknown
v1|156641481029|0,Dell,16GB,Unknown,Unknown
v1|156641488375|0,Dell,Unknown,Unknown,Unknown
v1|156641481040|0,Dell,Unknown,Unknown,Unknown
v1|353752066407|0,Dell,4GB,Unknown,Unknown
v1|226184784925|0,Dell,Unknown,Unknown,Unknown
v1|304199723309|0,Dell,Unknown,Unknown,Unknown
v1|135534894113|0,Dell,Unknown,Unknown,Unknown
v1|276843465140|0,Dell,Unknown,Unknown,Unknown
v1|313953269879|0,Dell,Unknown,Unknown,Unknown
v1|305879380401|0,Dell,Unknown,Unknown,Unknown
v1|156641486438|0,Dell,Unknown,Unknown,Unknown
v1|326292537929|0,Dell,Unknown,Unknown,Unknown
v1|155237825379|0,Dell,Unknown,Unknown,Unknown
v1|156641486427|0,Dell,Unknown,Unknown,Unknown
v1|296087684383|0,Dell,Unknown,Unknown,Unknown
v1|355424725236|0,Dell,Unknown,Unknown,Unknown
v1|276311000195|0,Dell,Unknown,Unknown,Unknown
v1|186784026282|0,Dell,Unknown,Unknown,Unknown
v1|156641483786|0,Dell,Unknown,Unknown,Unknown
v1|256262191981|0,Dell,3GB,Unknown,Unknown
v1|256805603468|0,Dell,Unknown,Unknown,Unknown
v1|167057427382|0,Dell,Unknown,Unknown,Unknown
v1|267134176145|0,Dell,Unknown,Unknown,Unknown
v1|396127100426|0,Dell,Unknown,Unknown,Unknown
v1|155805216991|0,Dell,8GB,Unknown,Unknown
v1|167258300646|0,Dell,8GB,Unknown,Unknown
v1|156641485069|0,Dell,Unknown,Unknown,Unknown
v1|116263642397|0,Dell,Unknown,Unknown,Unknown
v1|286205250042|0,Dell,Unknown,Unknown,Unknown
v1|286082731898|0,Dell,Unknown,Unknown,Unknown
v1|146034306214|0,Dell,Unknown,Unknown,Unknown
v1|156641481036|0,Dell,Unknown,Unknown,Unknown
v1|355345519395|0,Dell,Unknown,Unknown,Unknown
v1|296157842021|0,Dell,Unknown,Unknown,Unknown
v1|326442591380|0,Dell,Unknown,Unknown,Unknown
v1|167268360820|0,Dell,Unknown,Unknown,Unknown
v1|167258300641|0,Dell,12GB,Unknown,Unknown
v1|116341267959|0,Dell,Unknown,Unknown,Unknown
v1|156641483787|0,Dell,Unknown,Unknown,Unknown
v1|304651762725|0,Dell,Unknown,Unknown,Unknown
v1|256767431230|0,Dell,Unknown,Unknown,Unknown
v1|354263575404|0,Dell,2GB,Unknown,Unknown
v1|296599520501|0,Dell,4GB,Unknown,Unknown
v1|116072737224|0,Dell,Unknown,Unknown,Unknown
v1|335138570304|0,Dell,Unknown,Unknown,Unknown
v1|256633708238|0,Dell,Unknown,Unknown,Unknown
v1|135169199640|434635117223,Dell,Unknown,Unknown,Unknown
v1|326462680445|0,Dell,2GB,Unknown,Unknown
v1|167258304181|0,Dell,32GB,Unknown,Unknown
v1|235590689924|0,Dell,Unknown,Unknown,Unknown
v1|156641488401|0,Dell,Unknown,Unknown,Unknown
v1|305297228203|0,Dell,Unknown,Unknown,Unknown
v1|167258300438|0,Dell,12GB,Unknown,Unknown
v1|135518182901|0,Dell,Unknown,Unknown,Unknown
v1|196535528261|0,Dell,Unknown,Unknown,Unknown
v1|385587773999|0,Dell,4GB,Unknown,Unknown
v1|286067322568|0,Dell,16GB,Unknown,Unknown
v1|156210015090|0,Dell,Unknown,Unknown,Unknown
v1|126723241299|0,Dell,Unknown,Unknown,Unknown
v1|167258304712|0,Dell,Unknown,Unknown,Unknown
v1|395929612868|0,Dell,Unknown,Unknown,Unknown
v1|145985627562|0,Dell,Unknown,Unknown,Unknown
v1|156641505411|0,Dell,8GB,Unknown,Unknown
v1|167258300624|0,Dell,Unknown,Unknown,Unknown
v1|187078045139|0,Dell,Unknown,Unknown,Unknown
v1|156641486409|0,Dell,4GB,Unknown,Unknown
v1|256597274588|0,Dell,Unknown,Unknown,Unknown
v1|235877712612|0,Dell,8GB,Unknown,Unknown
v1|226274206994|0,Dell,Unknown,Unknown,Unknown
v1|156250742051|0,Dell,8GB,Unknown,Unknown
v1|284637727129|0,Dell,Unknown,SSD,Unknown
v1|235835301582|0,Dell,4GB,Unknown,Unknown
v1|167258300770|0,Dell,Unknown,Unknown,Unknown
v1|156641480995|0,Dell,Unknown,Unknown,Unknown
v1|395929425919|0,Dell,Unknown,Unknown,Unknown
v1|167258305222|0,Dell,24GB,Unknown,Unknown
v1|205325608798|0,Dell,Unknown,Unknown,Unknown
v1|167258300433|0,Dell,12GB,Unknown,Unknown
v1|185924616724|0,Dell,Unknown,Unknown,Unknown
v1|326464009823|0,Dell,4GB,Unknown,Unknown
v1|305933126483|0,Dell,Unknown,Unknown,Unknown
v1|126168669910|0,Dell,Unknown,Unknown,Unknown
v1|176147511763|475596526807,Dell,Unknown,SSD,Unknown
v1|156641485099|0,Dell,24GB,Unknown,Unknown
v1|396002404508|0,Dell,Unknown,Unknown,Unknown
v1|204866455072|0,Dell,Unknown,Unknown,Unknown
v1|355197743213|0,Dell,Unknown,Unknown,Unknown
v1|286098690101|0,Dell,Unknown,Unknown,Unknown
v1|195212838977|0,Dell,Unknown,Unknown,Unknown
v1|355397229796|0,Dell,Unknown,Unknown,Unknown
v1|115941498570|0,Dell,Unknown,Unknown,Unknown
v1|135645471069|0,Dell,Unknown,Unknown,Unknown
v1|325375586684|0,Dell,Unknown,HDD,Unknown
v1|296558186017|0,Dell,Unknown,Unknown,Unknown
v1|224876271323|0,Dell,Unknown,Unknown,Unknown
